Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor,Years of Existence
CUSMAT,Ar/Vr,Ar/Vr,Technology,,113866383.8,Warangal,It builds high immersion training systems for enterprises,2020,2016,"Abhinav Ayan, Anirban Jyoti Chakravorty, Soumyaranjan Harichandan","Venture Catalysts,?Ã¡?Ã¡Raveen Sastry",4
SmartVizX,Vr & Saas,Ar/Vr,Technology,Pre series A,1397000.0,,It developed India?ÃÃs first VR-based design communication and collaboration product Trezi,2020,2015,"Tithi Tewari, Gautam Tewari",Rockstud Capital,5
Credr,Automobile,Automobile,Transport,,6000000.0,Mumbai,A marketplace to buy and sell used bikes and scooters,2019,2014,Mittal,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",5
Spinny,Automobile,Automobile,Transport,,50000000.0,Delhi,Online car retailer,2019,2015,"Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta","Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",4
Cars24,Automobile,Automobile,Transport,,1328000.0,Gurgaon,Online platform for selling used cars,2020,2015,Vikram Chopra,Vivriti Capital,5
Earth Energy EV,Automobile,Automobile,Transport,Seed Round,113866383.8,Mumbai,Electric vehicles startup,2020,2017,Rushi Shenghani,LR Joshi,3
Driftly Electric,Automobile,Automobile,Transport,,113866383.8,Bangalore,Electric vehicle startup,2020,2016,Sneha Roy,MG Motor India,4
Pitstop,Automobile,Automobile,Transport,Series A,2500000.0,Bangalore,Doorstep car service,2020,2016,Mihir Mohan mishra,TPG-backed Group Landmark,4
ElecTorq,Automobile,Automobile,Transport,,113866383.8,Delhi,Electric vehicle startup,2020,2016,Anubhav Sharma,AdvantEdge,4
GoMechanic,Automobile & Technology,Automobile,Transport,Series B,5000000.0,Delhi,Find automobile repair and maintenance service providers,2019,2016,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,3
GoMechanic,Automobile Technology,Automobile,Transport,Series B,14700000.0,Delhi,Find automobile repair and maintenance service providers,2020,2016,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",4
RACEnergy,Automobiles,Automobile,Transport,,113866383.8,Hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,2020,2018,"Arun Sreyas, Gautham Maheswaran","growX Ventures, Huddle (Incubator)",2
GoMechanic,Auto-Tech,Automobile,Transport,Series B,113866383.8,Delhi,Find automobile repair and maintenance service providers,2020,2016,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal,4
NirogStreet,Ayurveda Tech,Automobile,Transport,Pre-series A,2000000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2020,2016,Ram N Kumar,"Wavemaker Partners, Subho Ray",4
Tesco Charge Zone,Ev,Automobile,Transport,,113866383.8,Gujarat,Operates electric vehicle charging zone,2020,2016,Kartikey Hariyani,Mumbai Angels Network,4
ElectricPe,Ev,Automobile,Transport,Seed,3000000.0,Bangalore,India's largest Electric Vehicle Charging Platform,2021,2021,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",0
CHARGE+ZONE,Ev Startup,Automobile,Transport,Pre-series A,3000000.0,Gujarat,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",2020,2018,"Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,2
Arrival,Ev Startup,Automobile,Transport,,118000000.0,"London, England, United Kingdom",Arrival is a technology company that specializes in developing electric vehicles.,2020,2015,Denis Sverdlov,"UPS Ventures, Hyundai Motor Company",5
Etrio,Ev Startup,Automobile,Transport,Series A,3000000.0,Hyderabad,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",2020,2017,Deepak MV,HNIs,3
Lohum,Ev Startup,Automobile,Transport,,7000000.0,Noida,Lohum manufactures lithium-ion battery packs and recovers critical battery materials from used lithium-ion batteries through recycling.,2021,2017,Rajat Verma,"Baring Private Equity Partners India, Talbros",4
Kazam,Ev Startup,Automobile,Transport,Seed,900000.0,Bangalore,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",2021,2020,"Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,1
Finelistings,Luxury Car Startup,Automobile,Transport,,113866383.8,New Delhi,A Used Luxury Car Marketplace,2020,2015,Aneesh Mathur,Justdial,5
The ePlane,Aero Company,Aviation,Transport,Seed,113866383.8,Chennai,Transforming the mobility landscape using aerial transport.,2020,2016,"Satya Chakravarthy, Pranjal Mehta",Speciale Invest,4
Skit,Ai Startup,Ai,Technology,Series B,23000000.0,Bangalore,Enabling enterprises to automate their contact centre operations using Voice AI.,2021,2016,"Sourabh Gupta, Akshay Deshraj",Westbridge Capital,5
Stelis Biopharma,Biopharma,Biotech,Science,Series B,100000000.0,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company,2018,2016,,,2
Ameliorate Biotech,Biotech,Biotech,Science,Angel Round,264000.0,Bangalore,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.",2020,2016,"Dr Binita Shrivastava Tunga, Dr Rashbehari Tunga","PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI",4
Pandorum Technologies,Biotechnology,Biotech,Science,Series A,3600000.0,Bengaluru,Bengaluru based biotech startup.,2018,2016,,,2
Mynvax,Biotechnology,Biotech,Science,Angel,101098638.0252758,Bangalore,Mynvax is a biotech Company.,2018,2016,,,2
Mynvax,Biotechnology,Biotech,Science,Series A,4000000.0,Bangalore,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,2021,2017,"Dr Raghavan Varadarajan, Dr Gautham Nadig","Accel, LetsVenture, 1Crowd",4
Zaara Biotech,Biotechnology,Biotech,Science,,10000000.0,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,2021,2016,Najeeb Bin Haneef,TCN International Commerce,5
Clensta,Biotechnology,Biotech,Science,,600000.0,New Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2021,2016,Puneet Gupta,"IAN Fund, World Startup Factory",5
Mestastop Solutions,Biotechnology,Biotech,Science,,100000.0,Bangalore,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021,2018,Dr Arnab Roy Chowdhury,CIIE.CO,3
immunitoAI,Biotechnology,Biotech,Science,Seed,1000000.0,Bangalore,Perform Antibody Discovery using Artificial Intelligence.,2021,2020,"Aridni Shah, Trisha Chatterjee",pi Ventures,1
Prolgae,Biotechnology,Biotech,Science,Seed,200000.0,The Nilgiris,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,2021,2016,Aakas Sadasivam,Vijayan,5
Krimanshi,Biotechnology Company,Biotech,Science,Seed,600000.0,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,2020,2015,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",5
Krimanshi,Biotechnology Company,Biotech,Science,Seed,600000.0,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,2020,2015,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",5
docturnal,"Biotechnology, Diabetes, Health Care",Biotech,Science,Seed,101098638.0252758,Hyderabad,"Docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",2018,2016,,,2
Theranosis Life Sciences,"Biotechnology, Health Care, Life Science, Medical Device",Biotech,Science,Seed,101098638.0252758,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,2018,2016,,,2
Netmeds,"Biotechnology, Health Care, Pharmaceutical",Biotech,Science,Series C,35000000.0,Chennai,Welcome to India's most convenient pharmacy!,2018,2016,,,2
Clensta,"Biotechnology, Health Care, Wellness",Biotech,Science,Seed,101098638.0252758,New Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2018,2016,,,2
BUGWORKS Research India,"Biotechnology, Life Science, Pharmaceutical, Product Research",Biotech,Science,Series A,9000000.0,Bangalore,BUGWORKS is a drug discovery company.,2018,2016,,,2
Stanza Living,Accomodation,Building And Real Estate,Building & Real Estate,,5700000.0,Delhi,Provides comfortable and secure accomodation for students,2019,2017,"Sandeep Dalmia, Anindya Dutta",Alteria Capital,2
Zolostays,Accomodation,Building And Real Estate,Building & Real Estate,,7000000.0,,It offers affordable housing apartments to young professionals and students,2019,2015,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry",Trifecta Capital,4
Tribe Theory,Accomodation,Building And Real Estate,Building & Real Estate,,3500000.0,Bangalore,An entrepreneur-focused hostel chain present in multiple locations across the world.,2020,2016,Katie Russel and Daniel Wiegand,Tim Draper,4
Flathalt,Building And Real Estate,Building And Real Estate,Building & Real Estate,Angel,50000.0,Gurgaon,FInd your Customized Home here.,2018,2016,,,2
HousingMan.com,Building And Real Estate,Building And Real Estate,Building & Real Estate,Seed,1503800.0,Bengaluru,"New Apartments, Flats for Sale in Bangalore",2018,2016,,,2
Brick&Bolt,Building And Real Estate,Building And Real Estate,Building & Real Estate,Series A,2200000.0,Bangalore,"A construction company doing house construction, building construction, commercial construction",2020,2018,"Arpit Rajpurohit, Jayesh Rajpurohit","Meghna Agarwal, Navin Dhanuka",2
Brick&Bolt,Building And Real Estate,Building And Real Estate,Building & Real Estate,Pre series A,1500000.0,Bangalore,Operates in the residential construction space,2020,2018,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,2
Zolostays,Co-Living,Building And Real Estate,Building & Real Estate,Series C,56000000.0,Bangalore,It offers affordable housing apartments to young professionals and students,2020,2015,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry","Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",5
Innov8 Coworking,"Collaboration, Communities, Coworking, Real Estate",Building And Real Estate,Building & Real Estate,Seed,4000000.0,New Delhi,Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,2018,2016,,,2
IndiQube,"Commercial Real Estate, Coworking, Office Administration, Real Estate",Building And Real Estate,Building & Real Estate,Series A,15000000.0,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,2016,,,2
BuildSupply,"Enterprise Resource Planning (Erp), Information Services, Information Technology, Real Estate",Building And Real Estate,Building & Real Estate,Series A,3650000.0,Gurgaon,India?ÃÃs most advanced ERP system for the real estate,2018,2016,,,2
YourOwnROOM,"Online Portals, Property Management, Rental",Building And Real Estate,Building & Real Estate,Seed,750000.0,Bangalore,"Good quality, strategically located homes closer to work for millennials",2018,2016,,,2
RoomSoom,Housing,Building And Real Estate,Building & Real Estate,,113866383.8,Noida,It provides co-living and student rooms,2020,2016,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,4
HooLiv,Housing & Rentals,Building And Real Estate,Building & Real Estate,,113866383.8,Delhi,Student Co-living startup,2020,2016,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office,4
Homversity,Housing Marketplace,Building And Real Estate,Building & Real Estate,,155000.0,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,2017,Saurav Kumar Sinha,,4
Infra.Market,Real Estate,Building And Real Estate,Building & Real Estate,Series B,20000000.0,Thane,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,2020,2016,"Aaditya Sharda, Souvik Sengupta","Trifecta Capital Advisors, Nexus Venture Partners",4
ReNEWate,Real Estate,Building And Real Estate,Building & Real Estate,Pre-seed,113866383.8,Pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",2020,2018,Supratik Ghatak,Real Estate Accelerator Program,2
Strata,Real Estate,Building And Real Estate,Building & Real Estate,,19067328.0,Bangalore,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",2020,2019,"Lodha, Priyanka Rathore","Propstack, SAIF Partners",1
Multi Living,Real Estate,Building And Real Estate,Building & Real Estate,,6000000.0,Mumbai,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",2020,2016,Pankaj Singh,Lodha Ventures,4
Spaciya Consultants,Real Estate,Building And Real Estate,Building & Real Estate,Pre series A,500000.0,Noida,Real estate consultancy firms,2020,2016,Ajit Panda,Alok Garg,4
PropReturns,Real Estate,Building And Real Estate,Building & Real Estate,,1200000.0,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2021,2020,"Jayant Panwar, Kenish Shah","Y Combinator???, ???Goodwater Capital",1
TheHouseMonk,Real Estate,Building And Real Estate,Building & Real Estate,,5000000.0,Bangalore,A complete property management software platform for team&customers.,2021,2019,"Ajay Kumar, Balaji Varadharajan",Aurum Proptech,2
Method & Madness,Real Estate,Building And Real Estate,Building & Real Estate,Seed,2000000.0,Mumbai,Method & Madness Technology operates as a real-estate tech company.,2021,2020,Aditya Jhaveri,Justin Mateen,1
Strata,Real Estate,Building And Real Estate,Building & Real Estate,Series A,6000000.0,Bangalore,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,2021,2019,"Sudarshan Lodha, Priyanka Rathore","Kotak Investment Advisors Limited, Gruhas Proptech",2
BricSpaces,Real Estate,Building And Real Estate,Building & Real Estate,Pre-seed,350000.0,Bangalore,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2021,2018,Madhusudhan,Angel investors,3
Settl,Real Estate,Building And Real Estate,Building & Real Estate,Seed,500000.0,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,2020,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle",1
Odwen,Warehouse,Building And Real Estate,Building & Real Estate,,54000.0,Noida,India's first do-it-yourself warehouse management system.,2020,2018,Vijay Anand Bhagavatula,Prospect Partners.,2
FeedMyPockets,"Advertising, Human Resources, Marketing",Business,Business,Seed,642400.0,Bangalore City,On Demand Staffing Platform,2018,2016,,,2
DrinkPrime,Appliance,Business,Business,Pre Series A,2879000.0,Bangalore,Subscription-based Water purifier startup,2020,2016,"Viijender Reddy, Manas Ranjan Hota",Sequoia Surge,4
Boodmo,"Automotive, Retail",Business,Business,Seed,1022000.0,Gurgaon,boodmo.com - large online marketplace for auto parts in India.,2018,2016,,,2
Freightwalla,B2B,Business,Business,Series A,4000000.0,Mumbai,Provides digital platform for businesses to plan and manage their international freight shipments online,2019,2017,"Sanjay Bhatia, Bharat Tanvi, Punit Java","Amplo, FJ Labs, Rogue One Capital",2
Bulk MRO,B2B,Business,Business,,3344000.0,Mumbai,A full stack B2B platform for industrial supplies,2020,2015,"Devang Shah, Gaurang Shah",Stride Ventures,5
GroCurv,B2B,Business,Business,Seed Round,113866383.8,Gurugram,"It offers a wide range of business related services like Branding, marketing, sales etc.,",2020,2019,"Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,1
Lal10,B2B,Business,Business,,1100000.0,Uttar Pradesh,It helps Indian artisans and SMEs reach out to global retailers,2020,2016,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,4
ReshaMandi,B2B,Business,Business,Series A,30000000.0,Bangalore,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2021,2020,Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",1
Geniemode,B2B,Business,Business,,2000000.0,Gurugram,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.",2021,2021,"Amit Sharma, Tanuj Gangwani",Info Edge Ventures,0
