Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor
Survaider,"Business Intelligence, Customer Service, Market Research, SaaS",Business,business,Seed,500000.0,Bengaluru,Stethoscope for customer feedback !,2018,,,
Credy,"Credit, Financial Services, FinTech, Lending",Fintech,finance,Seed,1400000.0,Bengaluru,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,2018,,,
iChamp,E-Learning,Edtech,education,Seed,5000000.0,Gurgaon,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,2018,,,
Qandle,Software,Technology,technology,Seed,1200000.0,Gurgaon,A cloud-based HR management and employee engagement platform.,2018,,,
Avishkaar Box,"Children, Education, Parenting",Education,education,Seed,730000.0,Delhi,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",2018,,,
Gegadyne Energy,"Automotive, Battery, Energy, Energy Storage",Manufacturing,manufacturing,Angel,0.0,Mumbai,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,2018,,,
HyperXchange,"E-Commerce, Mobile, Sharing Economy",E-Commerce,business,Series A,1000000.0,Pune,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,2018,,,
Deftouch,"Gaming, iOS, Sports",Gaming & eSports,Gaming & eSports,Seed,0.0,Bangalore,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,2018,,,
Doodhwala,"Food Delivery, Organic, Organic Food",food,food,Seed,2200000.0,Bengaluru,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,2018,,,
DronaHQ,Mobile,Manufacturing,manufacturing,Angel,500000.0,Mumbai,DronaHQ is an enterprise mobile engagement platform.,2018,,,
FastFox,Rental,Business,business,Series A,1460000.0,Gurgaon,FastFox: Market Network for Home Rentals (India),2018,,,
BuyForexOnline,Travel,"Travel, Tourism & Hospitality",hospitality,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,2000000.0,Bangalore,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,2018,,,
Colive.in,Consumer,Business,business,Seed,1800000.0,Bangalore,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,2018,,,
Agricxlab Private Limited,"B2B, Farming, Marketplace",Agribusiness,agriculture,Seed,500000.0,Thane,Online marketplace where farmers and traders can sell their produce to B2B buyers,2018,,,
Corefactors,Events,Events,business,Seed,0.0,Bangalore,"Corefactors is a leading campaign management, business communication and analytics company.",2018,,,
Fincash.com,Wealth Management,Finance,finance,Seed,150000.0,Mumbai,A startup in the personal finance space in India .,2018,,,
Pandorum Technologies,Biotechnology,Biotech,biotech,Series A,3600000.0,Bengaluru,Bengaluru based biotech startup.,2018,,,
Shirsa Labs,"Education, Gaming, Training",Edtech,education,Seed,500000.0,Mumbai,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,2018,,,
PetSutra,Veterinary,Health care & Wellness,health,Seed,138700.0,Gurgaon,Gurugram-based Online petcare platform.,2018,,,
Awaaz De,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",Technology,technology,Angel,0.0,Ahmedabad,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,2018,,,
PinkBlue,"Health Care, Hospital, Supply Chain Management",Health Care & Wellness,health,Seed,300000.0,Bangalore,PinkBlue.in - Super-efficient supply-chain for clinical supplies,2018,,,
Eduvanz,"Finance, Financial Services",Finance,finance,Angel,500000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2018,,,
Rupeek,"Financial Services, Lending",Finance,finance,Series A,6830000.0,Bangalore,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,2018,,,
Backpacker Panda Holidays Private Limited,"Tourism, Travel","Travel, Tourism & Hospitality",hospitality,Series A,1400000.0,Pune,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,2018,,,
Shape (School Health and Physical Education),Education,Education,education,Seed,200000.0,Pune,Physical education start up,2018,,,
Placio,"Hospitality, Real Estate","Travel, Tourism & Hospitality",hospitality,Seed,2000000.0,Noida,Placio is a student housing and a complete broker-free platform.,2018,,,
Aviom India Housing Finance,Finance,Finance,finance,Series A,2190000.0,New Delhi,Delhi based housing finance company.,2018,,,
GenRobotic,Market Research,Business,business,Seed,0.0,Trivandrum,A Robotic Company.,2018,,,
HeyHolidays,"Tourism, Travel","Travel, Tourism & Hospitality",hospitality,Seed,1000000.0,Bangalore,"HeyHolidays, a global player in online vacation rentals.",2018,,,
Pratilipi,"Digital Media, EBooks, Publishing, Reading Apps",Media Technology,business,Series A,4300000.0,Bengaluru,Amazon's Kindle Direct Publishing for Indian Languages,2018,,,
SectorQube,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",Manufacturing,manufacturing,Seed,0.0,Ernakulam,SectorQube develops smart kitchen devices that make food automatically.,2018,,,
Food Memories,"Food and Beverage, Food Processing",food,food,Seed,0.0,Ahmedabad,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2018,,,
ZAMROO,"Internet, Marketplace, Shopping",Technology,technology,Seed,0.0,India,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018,,,
Silversparro Technologies Pvt. Ltd,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",Technology,technology,Seed,300000.0,Gurgaon,Silversparro is a deep learning technology solution provider.,2018,,,
Creator’s Gurukul,Facilities Support Services,Business,business,Angel,0.0,Gurgaon,A coworking space provider.,2018,,,
Emflux Motors,"Automotive, Electric Vehicle, Energy",Manufacturing,manufacturing,Seed,364846.0,Bengaluru,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2018,,,
Tricog Health Services Pvt Ltd,"Health Care, Health Diagnostics, Predictive Analytics",Healthtech,health,Series A,4000000.0,Bangalore,Predictive Healthcare Analytics Company,2018,,,
Scapic,"Cloud Computing, Computer, SaaS, Software",Technology,technology,Seed,500000.0,Bangalore,Virtual/Augmented Reality Start Up .,2018,,,
6Degree,"Fashion, Lifestyle, Retail",Fashion & Lifestyle,Fashion & Lifestyle,Seed,400000.0,Mumbai,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2018,,,
Chrysalis (EZ Vidya),Education,Education,education,Seed,0.0,Chennai,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2018,,,
Ekincare,Medical,Health Care & Wellness,health,Series A,1500000.0,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2018,,,
Streo,Music Streaming,Entertainment,entertaintainment,Seed,0.0,Gurgaon,"Live stream music from nightclubs, bars & festivals!",2018,,,
Groww,"Finance, Impact Investing, Internet",Fintech,finance,Seed,120000.0,Kormangala,Groww offers a new way of investing money.,2018,,,
Cell Propulsion,Manufacturing,Manufacturing,manufacturing,Seed,102200.0,Bangalore,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018,,,
Chezuba,"Internet, Social Entrepreneurship",Technology,technology,Angel,20440.0,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018,,,
Ontrack Technologies Pvt. Ltd,Retail,Business,business,Seed,0.0,Bangalore,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2018,,,
Wealthtrust,"Finance, Impact Investing, Mobile Apps",Fintech,finance,Seed,500000.0,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018,,,
Faclon Labs,"Cloud Computing, Computer, Software",Technology,technology,Seed,0.0,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2018,,,
Awign Enterprises,"Business Development, Market Research, Outsourcing",Business,business,Seed,730000.0,Bangalore,Operations and manpower outsourcing startup,2018,,,
CollPoll,Education,Education,education,Seed,0.0,Bangalore,World-class Enterprise System for Education.,2018,,,
Zyla Health,"Health Care, Hospitality",Health Care & Wellness,health,Seed,0.0,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018,,,
Hubhopper,"Internet, Social News, Sports",Technology,technology,Series A,500000.0,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,2018,,,
Rubix108 Technologies,Information Technology,Technology,technology,Seed,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018,,,
Workflexi,Human Resources,Business,business,Seed,146000.0,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,,,
Streak,Financial Services,Finance,finance,Seed,328500.0,Bangalore,Algorithmic trading platform.,2018,,,
Kuants,Financial Services,Finance,finance,Seed,73000.0,Gurgaon,Algorithmic trading platform.,2018,,,
NiYO Solutions,"Finance, Financial Services, FinTech",Fintech,finance,Series A,13200000.0,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,,,
Hippo Video,"Customer Service, Software, Video, Video Streaming",Technology,technology,Seed,0.0,Chennai,A video recording and sharing software.,2018,,,
Satvacart,"E-Commerce, Food Processing",E-Commerce,business,Seed,0.0,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,2018,,,
Daaki,Health Care,Health Care & Wellness,health,Angel,0.0,Bangalore,Sports Nutrition startup,2018,,,
Simulanis,Training,Education,education,Seed,500000.0,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,,,
MY CHIRAAG CAB,Travel,"Travel, Tourism & Hospitality",hospitality,Seed,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018,,,
WOTU,Food and Beverage,food,food,Seed,0.0,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,2018,,,
Flathalt,Building and real estate,Building and real estate,building & real estate,Angel,50000.0,Gurgaon,FInd your Customized Home here.,2018,,,
True Elements,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",Health Care & Wellness,health,Seed,730000.0,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,,,
Trendlyne Technologies,Financial Services,Finance,finance,Seed,200000.0,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,,,
Planys Technologies,"Manufacturing, Oil and Gas, Robotics",Manufacturing,manufacturing,Series A,2046920.0,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,,,
HealthPlix,"Fitness, Health Care, Wellness",Health Care & Wellness,health,Series A,3000000.0,Bangalore,HealthPlix is a healthtech startup,2018,,,
dishq,Food,food,food,Seed,400000.0,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,,,
Entropik Technology,"Artificial Intelligence, Computer, Machine Learning",AI,technology,Seed,1100000.0,Bengaluru,The boundaries between Human and Machines are shrinking fast.,2018,,,
myHQ,"Collaboration, Communities, Coworking, Sharing Economy",Business,business,Series A,500000.0,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,,,
Trell,Technology,Technology,technology,Seed,1250000.0,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,,,
Kidovators (by GyanLab),"Big Data, EdTech, Machine Learning",Edtech,education,Seed,180000.0,Bangalore,Building future human capital through 21st Century Skills programs for K-12,2018,,,
Log 9 Materials,Nanotechnology,Technology,technology,Seed,438000.0,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,,,
VTION,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",Media Technology,business,Seed,280320.0,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,,,
HousingMan.com,Building and real estate,Building and real estate,building & real estate,Seed,1503800.0,Bengaluru,"New Apartments, Flats for Sale in Bangalore",2018,,,
Steradian Semiconductors,Manufacturing,Manufacturing,manufacturing,Seed,0.0,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,,,
RupeeCircle,"Financial Services, Lending, Peer to Peer",Finance,finance,Seed,584000.0,Mumbai,RupeeCircle is a new age finance company.,2018,,,
